cellindex,x,y,CMD,DD_0,DD18,eFFP,EXT,MAR,MSP,PAS,PET,RH,TD
160136,-70.41666667,47.57783134,16,1470,59,263,334,128,525,414,537.4933472,66,310
160137,-70.375,47.57783134,15,1469,58,263,333,125,523,416,534.1276855,66,309
160155,-69.625,47.57783134,89,1328,87,264,350,119,453,328,595.3583374,62,312
160157,-69.54166667,47.57783134,80,1348,79,263,348,119,462,339,596.1780396,61,310
160158,-69.5,47.57783134,72,1365,73,262,346,119,470,348,592.0496826,61,310
160161,-69.375,47.57783134,46,1444,53,259,339,127,503,389,580.1072998,60,306
160163,-69.29166667,47.57783134,70,1372,70,261,346,119,476,352,595.8673706,60,309
160169,-69.04166667,47.57783134,54,1425,57,259,342,117,498,381,592.6177368,59,307
160172,-68.91666667,47.57783134,70,1379,68,260,347,124,477,356,602.4712524,59,309
160178,-68.66666667,47.57783134,90,1354,78,261,351,117,457,337,609.2040405,59,311
160182,-68.5,47.57783134,69,1413,62,259,346,117,477,366,599.2178955,59,308
160183,-68.45833334,47.57783134,81,1382,69,260,348,124,463,352,604.001709,59,310
160828,-78.95833334,47.53616468,88,1603,78,264,353,124,473,309,599.8978271,58,333
160882,-76.70833334,47.53616468,66,1674,54,261,343,127,493,355,565.6710205,59,331
160926,-74.87500001,47.53616468,36,1686,47,259,337,127,538,410,564.6113892,59,324
160927,-74.83333334,47.53616468,36,1688,47,259,337,130,537,410,565.2269897,59,324
160963,-73.33333334,47.53616468,62,1568,60,260,348,129,500,368,595.6325684,58,322
160977,-72.75,47.53616468,68,1485,91,264,355,120,500,348,606.0079346,59,328
160979,-72.66666667,47.53616468,48,1543,76,262,350,128,516,375,588.8780518,60,326
160990,-72.20833334,47.53616468,27,1517,76,263,346,129,533,391,572.7595215,62,324
160991,-72.16666667,47.53616468,16,1563,66,262,342,131,548,415,561.4199219,62,323
160993,-72.08333334,47.53616468,11,1582,61,261,339,128,558,430,555.515564,62,322
160994,-72.04166667,47.53616468,9,1572,62,262,339,122,560,427,553.9604492,62,322
160995,-72,47.53616468,7,1593,58,261,337,128,567,442,549.8469849,63,321
160996,-71.95833334,47.53616468,6,1594,57,261,337,130,572,444,545.7437134,63,321
161000,-71.79166667,47.53616468,0,1630,49,260,332,128,591,471,535.3621216,63,319
161021,-70.91666667,47.53616468,0,1846,23,254,313,128,633,585,474.2950134,65,312
161022,-70.875,47.53616468,0,1846,24,254,313,130,628,584,474.0847473,65,312
161035,-70.33333334,47.53616468,21,1429,63,263,335,130,514,403,539.0784912,66,309
161051,-69.66666667,47.53616468,90,1321,89,264,351,119,453,325,599.9678955,62,311
161052,-69.625,47.53616468,88,1328,86,263,350,119,456,328,599.1894531,61,311
161053,-69.58333334,47.53616468,79,1350,78,262,348,119,465,340,595.2950439,61,310
161054,-69.54166667,47.53616468,73,1362,74,262,347,120,471,347,593.5574341,61,309
161056,-69.45833334,47.53616468,60,1405,63,260,343,118,488,368,588.7070313,60,308
161057,-69.41666667,47.53616468,56,1415,60,260,342,123,493,373,590.4643555,60,307
161058,-69.375,47.53616468,43,1455,51,258,338,116,510,397,579.5313721,60,306
161061,-69.25,47.53616468,47,1435,54,258,341,119,505,387,588.1402588,59,306
161063,-69.16666667,47.53616468,48,1434,54,258,341,118,505,388,590.0802612,59,306
161065,-69.08333334,47.53616468,64,1384,66,260,346,121,487,361,599.2804565,59,308
161068,-68.95833334,47.53616468,69,1381,67,260,347,118,483,359,603.7369385,59,308
161076,-68.625,47.53616468,97,1349,81,261,352,111,454,333,614.7445068,59,311
161859,-73.375,47.49449801,62,1569,59,260,347,130,503,373,596.8536987,58,322
161876,-72.66666667,47.49449801,78,1427,106,265,359,131,491,330,617.4440308,60,327
161879,-72.54166667,47.49449801,32,1577,68,261,346,130,532,403,573.4217529,61,325
161881,-72.45833334,47.49449801,36,1528,76,263,348,128,526,386,580.4766235,61,325
161883,-72.375,47.49449801,33,1527,76,263,347,128,530,391,578.7041626,61,325
161888,-72.16666667,47.49449801,16,1554,67,262,342,129,548,414,563.6992798,62,322
161889,-72.125,47.49449801,14,1554,66,262,341,131,552,420,559.7825928,62,322
161891,-72.04166667,47.49449801,10,1556,63,262,340,129,558,424,557.3278809,63,321
161893,-71.95833334,47.49449801,3,1623,52,260,334,130,579,460,542.2218628,63,320
161895,-71.875,47.49449801,4,1585,56,261,336,132,576,449,545.9675903,63,319
161896,-71.83333334,47.49449801,0,1659,45,259,330,132,597,486,529.3375854,63,319
161897,-71.79166667,47.49449801,0,1674,43,259,329,126,602,498,522.7660522,63,317
161913,-71.125,47.49449801,0,1849,23,254,312,129,643,592,475.6524658,65,312
161919,-70.875,47.49449801,0,1828,24,255,312,130,627,578,476.618103,65,311
161929,-70.45833334,47.49449801,29,1351,77,265,340,129,509,376,555.3900757,66,309
161932,-70.33333334,47.49449801,21,1423,63,263,334,126,515,403,541.8450928,66,308
161946,-69.75,47.49449801,94,1308,94,264,352,120,451,319,602.0391846,62,312
161947,-69.70833334,47.49449801,88,1323,88,264,350,120,457,328,601.5102539,61,311
161948,-69.66666667,47.49449801,87,1327,86,263,350,120,458,329,600.7218628,61,311
161949,-69.625,47.49449801,78,1347,79,262,348,118,467,340,598.9985352,61,310
161950,-69.58333334,47.49449801,72,1362,73,262,346,122,473,347,595.7369995,61,309
161951,-69.54166667,47.49449801,65,1377,69,261,345,122,481,356,593.9732666,60,308
161952,-69.5,47.49449801,61,1393,66,260,344,118,486,361,592.8596191,60,308
161953,-69.45833334,47.49449801,57,1411,61,260,343,118,493,371,592.1616211,60,307
161954,-69.41666667,47.49449801,52,1426,57,259,341,122,501,381,589.6945801,60,306
161955,-69.375,47.49449801,44,1443,53,258,340,119,510,391,585.8220825,60,306
161958,-69.25,47.49449801,64,1380,67,260,346,122,488,360,602.3737793,59,308
161962,-69.08333334,47.49449801,74,1358,74,261,349,118,478,347,610.6553955,59,309
161971,-68.70833334,47.49449801,75,1379,71,260,349,120,476,352,609.1409912,59,310
161973,-68.625,47.49449801,71,1394,67,259,348,125,479,360,606.6159058,59,309
161974,-68.58333334,47.49449801,80,1375,73,260,350,120,470,347,612.9699097,59,311
161975,-68.54166667,47.49449801,88,1368,76,261,351,122,463,341,615.2741089,59,311
161976,-68.5,47.49449801,91,1363,78,261,352,120,460,339,614.6164551,59,311
162012,-67,47.49449801,65,1384,57,258,343,123,471,412,592.5994873,60,305
162613,-79.33333334,47.45283134,108,1518,101,267,357,125,447,283,599.25354,60,333
162615,-79.25000001,47.45283134,97,1548,91,266,355,126,458,296,596.9883423,60,332
162616,-79.20833334,47.45283134,97,1549,89,266,355,125,460,298,598.5238647,59,332
162617,-79.16666667,47.45283134,92,1565,86,265,354,125,465,304,596.9108276,59,332
162619,-79.08333334,47.45283134,91,1569,83,265,354,124,468,305,598.0835571,59,332
162620,-79.04166667,47.45283134,93,1581,81,265,354,124,469,307,600.0152588,58,332
162628,-78.70833334,47.45283134,76,1675,62,262,349,126,490,337,596.0511475,56,332
162693,-76.00000001,47.45283134,59,1646,54,261,341,129,508,373,568.4644165,60,327
162706,-75.45833334,47.45283134,54,1631,56,261,341,129,523,384,575.7980957,59,326
162710,-75.29166667,47.45283134,53,1626,56,261,341,128,529,388,577.4780273,59,325
162720,-74.87500001,47.45283134,37,1673,47,259,337,129,538,414,567.8573608,59,323
162721,-74.83333334,47.45283134,34,1691,44,259,335,129,541,420,564.9302368,59,323
162767,-72.91666667,47.45283134,61,1518,78,262,352,132,506,366,600.3812866,59,325
162769,-72.83333334,47.45283134,75,1461,94,264,356,126,496,343,612.5943604,59,326
162772,-72.70833334,47.45283134,82,1419,105,265,359,131,489,329,619.8630981,59,327
162773,-72.66666667,47.45283134,66,1458,96,264,356,135,501,349,606.8380127,60,326
162776,-72.54166667,47.45283134,36,1551,72,262,347,131,528,396,580.4082031,61,325
162780,-72.375,47.45283134,35,1502,80,263,348,128,527,383,584.1101685,61,323
162782,-72.29166667,47.45283134,30,1510,77,263,347,127,533,392,578.124939,62,323
162785,-72.16666667,47.45283134,26,1493,79,263,345,124,537,392,577.3363037,62,323
162786,-72.125,47.45283134,20,1506,74,263,345,128,542,402,569.4503174,62,322
162788,-72.04166667,47.45283134,10,1550,63,262,340,129,558,428,556.7920532,63,320
162789,-72,47.45283134,5,1595,56,261,337,131,572,450,546.2278442,63,320
162791,-71.91666667,47.45283134,4,1568,59,261,338,120,572,445,551.1010742,63,319
162822,-70.625,47.45283134,0,1534,50,261,330,128,558,453,524.2837524,66,309
162842,-69.79166667,47.45283134,95,1299,96,265,352,121,451,318,606.2045288,62,312
162843,-69.75,47.45283134,89,1315,90,264,351,121,457,324,602.1295776,61,311
162844,-69.70833334,47.45283134,86,1325,86,263,350,119,461,329,601.7962646,61,311
162845,-69.66666667,47.45283134,82,1336,82,263,349,120,466,335,600.5213623,61,310
162847,-69.58333334,47.45283134,65,1375,69,261,345,120,483,356,596.1365356,60,308
162848,-69.54166667,47.45283134,57,1405,62,260,343,123,493,369,591.8864136,60,307
162849,-69.5,47.45283134,51,1426,57,259,341,123,502,380,590.293396,60,306
162850,-69.45833334,47.45283134,49,1428,56,259,341,125,505,381,588.9008179,60,306
162851,-69.41666667,47.45283134,46,1440,54,258,340,123,510,390,590.1965332,59,306
162852,-69.375,47.45283134,49,1431,55,258,341,118,508,386,591.2741089,59,306
162854,-69.29166667,47.45283134,54,1415,59,259,343,123,503,377,596.1455688,59,307
162855,-69.25,47.45283134,83,1326,91,261,357,114,490,323,641.8821411,57,312
162856,-69.20833334,47.45283134,88,1329,91,261,357,119,484,317,642.3148193,57,312
162862,-68.95833334,47.45283134,71,1368,72,260,349,125,484,353,612.7116699,59,309
162867,-68.75,47.45283134,68,1388,68,259,348,116,486,359,611.7028809,58,309
162869,-68.66666667,47.45283134,65,1397,66,259,348,123,486,362,608.7334595,58,309
162871,-68.58333334,47.45283134,63,1424,61,258,346,122,490,372,606.4067993,58,309
162872,-68.54166667,47.45283134,66,1416,64,259,347,121,485,366,607.0488281,58,309
162918,-66.625,47.45283134,31,1471,47,257,337,120,497,487,559.5932007,62,305
163508,-79.41666667,47.41116468,111,1504,105,267,358,125,441,276,599.3882446,60,333
163514,-79.16666667,47.41116468,96,1547,89,265,355,126,461,300,600.005188,59,332
163515,-79.12500001,47.41116468,90,1570,82,265,353,125,466,307,595.2338867,59,332
163535,-78.29166667,47.41116468,69,1687,57,261,345,124,494,339,585.4672241,57,332
163603,-75.45833334,47.41116468,53,1628,56,261,341,126,524,387,575.9591675,59,325
163620,-74.75000001,47.41116468,28,1711,41,258,333,128,544,434,558.4172363,59,322
163665,-72.875,47.41116468,59,1506,80,262,352,129,507,365,602.1893921,59,325
163666,-72.83333334,47.41116468,73,1458,92,264,356,124,497,346,612.5485229,59,325
163669,-72.70833334,47.41116468,66,1454,95,264,356,133,502,348,608.3415527,60,326
163671,-72.625,47.41116468,44,1527,76,262,349,129,522,384,587.395813,60,325
163672,-72.58333334,47.41116468,45,1510,80,263,350,129,520,380,588.9663696,60,325
163673,-72.54166667,47.41116468,44,1502,82,263,350,132,520,379,590.9654541,60,325
163674,-72.5,47.41116468,38,1522,77,263,348,129,526,390,582.1117554,61,325
163683,-72.125,47.41116468,21,1486,78,264,345,127,541,398,575.2035522,62,322
163684,-72.08333334,47.41116468,14,1521,70,263,343,127,552,416,564.5322876,62,321
163685,-72.04166667,47.41116468,13,1518,70,263,342,124,554,417,563.8544312,63,320
163686,-72,47.41116468,6,1548,64,262,340,129,563,434,555.5791016,63,320
163688,-71.91666667,47.41116468,2,1598,53,261,335,125,582,463,543.4658813,63,319
163692,-71.75,47.41116468,0,1667,42,259,327,129,607,507,523.7686768,64,316
163694,-71.66666667,47.41116468,0,1709,36,258,324,126,618,529,512.980835,64,315
163695,-71.625,47.41116468,0,1711,36,258,323,128,620,531,509.6170349,64,315
163702,-71.33333334,47.41116468,0,1746,31,257,318,125,632,557,498.5908203,65,313
163703,-71.29166667,47.41116468,0,1752,30,257,317,127,632,561,494.6148682,65,312
163705,-71.20833334,47.41116468,0,1760,29,256,317,122,632,563,491.2958069,65,312
163722,-70.5,47.41116468,53,1218,108,269,348,115,485,329,583.4569702,66,308
163737,-69.875,47.41116468,99,1281,102,265,353,120,448,312,607.5626221,62,312
163738,-69.83333334,47.41116468,89,1307,92,264,351,121,457,324,605.1417236,62,311
163739,-69.79166667,47.41116468,89,1311,90,264,351,118,458,323,604.131958,61,311
163740,-69.75,47.41116468,89,1317,88,263,350,120,459,326,604.8222046,61,311
163741,-69.70833334,47.41116468,82,1329,84,263,349,122,466,332,604.696106,61,310
163742,-69.66666667,47.41116468,73,1355,75,262,347,121,475,346,601.6390991,60,309
163743,-69.625,47.41116468,68,1365,72,261,346,122,480,351,599.4169312,60,308
163745,-69.54166667,47.41116468,58,1403,63,260,343,121,494,367,595.1153564,60,307
163746,-69.5,47.41116468,50,1426,57,259,341,118,505,381,593.7179565,59,306
163749,-69.375,47.41116468,42,1448,51,258,339,124,518,397,590.6530762,59,305
163750,-69.33333334,47.41116468,51,1421,57,258,342,118,508,382,597.8237915,59,306
163751,-69.29166667,47.41116468,60,1307,85,260,355,119,529,356,643.3781738,57,307
163752,-69.25,47.41116468,67,1322,88,260,356,116,516,347,640.9957275,57,310
163754,-69.16666667,47.41116468,84,1334,88,261,356,119,484,323,640.1271362,57,312
163755,-69.125,47.41116468,78,1335,89,261,356,119,493,330,639.6924438,57,312
163757,-69.04166667,47.41116468,102,1345,94,261,358,117,464,305,641.2126465,57,315
163764,-68.75,47.41116468,76,1373,74,260,350,117,481,350,616.5906372,58,310
163808,-66.91666667,47.41116468,56,1403,55,258,342,116,478,431,583.4107666,60,305
164408,-79.29166667,47.36949801,105,1511,97,266,357,124,451,287,600.9196777,60,331
164434,-78.20833334,47.36949801,72,1670,59,262,346,126,489,336,588.4211426,58,331
164504,-75.29166667,47.36949801,53,1611,56,261,340,131,529,389,580.3135986,59,324
164550,-73.375,47.36949801,61,1541,62,261,347,133,503,377,599.5261841,58,320
164554,-73.20833334,47.36949801,56,1547,64,261,348,125,509,381,596.3557129,58,322
164561,-72.91666667,47.36949801,56,1516,76,262,351,130,510,374,599.2038574,59,324
164562,-72.875,47.36949801,56,1520,76,262,350,130,511,377,597.6810913,59,324
164566,-72.70833334,47.36949801,59,1470,89,264,354,130,508,357,604.4780884,60,325
164572,-72.45833334,47.36949801,35,1509,77,263,348,129,529,390,583.1281738,61,324
164577,-72.25,47.36949801,28,1490,78,263,346,130,536,396,579.2172241,62,322
164578,-72.20833334,47.36949801,21,1500,75,263,345,121,542,404,574.3554688,62,322
164580,-72.125,47.36949801,22,1472,80,264,346,122,542,396,575.8026733,62,321
164581,-72.08333334,47.36949801,15,1499,73,263,343,129,550,411,571.4013062,62,321
164582,-72.04166667,47.36949801,9,1517,68,263,341,128,557,420,562.8588867,63,320
164583,-72,47.36949801,8,1526,67,263,340,126,561,428,558.7169189,63,320
164584,-71.95833334,47.36949801,7,1520,67,263,340,126,563,430,560.814209,63,319
164587,-71.83333334,47.36949801,0,1639,45,260,329,127,597,494,528.602478,64,316
164588,-71.79166667,47.36949801,0,1663,42,259,329,133,603,507,524.5462036,64,316
164590,-71.70833334,47.36949801,0,1702,38,258,324,132,615,528,513.5291138,64,316
164593,-71.58333334,47.36949801,0,1718,35,258,322,126,623,539,507.9904785,64,315
164594,-71.54166667,47.36949801,0,1699,36,258,323,127,621,535,510.6925354,64,314
164617,-70.58333334,47.36949801,0,1527,48,261,328,131,560,456,525.9954834,66,307
164618,-70.54166667,47.36949801,4,1455,58,263,333,127,540,425,538.046936,66,307
164634,-69.875,47.36949801,86,1306,91,264,351,120,461,325,605.5317993,61,310
164635,-69.83333334,47.36949801,87,1310,90,264,351,119,461,324,604.0604248,61,310
164636,-69.79166667,47.36949801,82,1323,85,263,349,122,466,331,604.1732178,61,310
164638,-69.70833334,47.36949801,75,1345,77,262,348,120,474,341,601.802063,60,309
164639,-69.66666667,47.36949801,70,1360,73,261,346,120,479,348,600.9196777,60,308
164640,-69.625,47.36949801,67,1369,70,261,346,123,483,353,600.0111694,60,308
164641,-69.58333334,47.36949801,58,1402,63,259,343,121,496,368,596.5910034,60,307
164642,-69.54166667,47.36949801,51,1422,57,259,341,125,505,380,594.7512817,59,306
164643,-69.5,47.36949801,54,1417,59,259,342,122,502,377,596.4827271,59,306
164644,-69.45833334,47.36949801,51,1422,57,258,342,123,507,380,597.5623169,59,306
164645,-69.41666667,47.36949801,62,1384,65,259,345,118,496,364,604.5379028,59,307
164649,-69.25,47.36949801,62,1320,86,260,355,124,521,349,640.1047974,57,309
164650,-69.20833334,47.36949801,80,1330,86,260,355,117,490,330,636.2043457,57,310
164651,-69.16666667,47.36949801,52,1328,86,261,355,124,534,362,631.4158936,58,310
164652,-69.125,47.36949801,57,1326,86,260,355,121,530,355,634.4672852,57,310
164655,-69,47.36949801,59,1333,88,260,356,124,533,356,639.6643677,57,310
164656,-68.95833334,47.36949801,67,1369,72,260,349,120,496,357,617.2053223,58,309
164662,-68.70833334,47.36949801,78,1369,77,260,352,117,479,346,622.8001709,58,311
164741,-65.41666667,47.36949801,75,1093,98,266,350,119,444,404,604.795105,64,291
165307,-79.20833334,47.32783134,99,1522,91,266,355,124,457,296,600.8401489,60,330
165308,-79.16666667,47.32783134,102,1511,94,266,356,127,457,292,606.1972046,59,330
165309,-79.12500001,47.32783134,94,1539,87,265,355,125,464,302,601.6543579,59,330
165415,-74.70833334,47.32783134,42,1625,50,260,338,132,529,406,576.076355,59,321
165447,-73.375,47.32783134,51,1578,56,259,344,133,513,396,591.0119629,58,320
165448,-73.33333334,47.32783134,45,1601,52,259,343,134,518,409,583.6159668,58,320
165460,-72.83333334,47.32783134,59,1484,84,263,353,128,508,366,604.3693237,59,325
165463,-72.70833334,47.32783134,55,1477,85,263,352,135,512,366,600.1761475,60,324
165465,-72.625,47.32783134,65,1428,100,265,356,126,503,350,611.3782959,60,326
165466,-72.58333334,47.32783134,51,1469,88,264,352,129,515,370,598.6221924,60,325
165467,-72.54166667,47.32783134,45,1486,83,263,350,130,520,381,592.8226318,61,324
165468,-72.5,47.32783134,46,1463,88,264,352,128,519,372,595.4750977,61,324
165469,-72.45833334,47.32783134,39,1490,80,263,349,130,527,387,586.8128052,61,323
165476,-72.16666667,47.32783134,24,1469,80,264,346,129,540,397,579.9016724,62,321
165477,-72.125,47.32783134,16,1496,73,263,343,124,548,412,572.4527588,62,320
165478,-72.08333334,47.32783134,13,1504,71,263,342,126,553,417,567.3762207,63,320
165479,-72.04166667,47.32783134,7,1537,64,262,339,131,563,435,559.3029785,63,319
165481,-71.95833334,47.32783134,1,1586,55,261,335,131,580,464,543.9429321,63,318
165485,-71.79166667,47.32783134,0,1636,46,260,329,132,600,497,527.8388062,64,316
165487,-71.70833334,47.32783134,0,1671,40,259,326,129,611,517,519.5174561,64,315
165488,-71.66666667,47.32783134,0,1683,38,258,324,129,616,526,515.2636719,64,314
165489,-71.625,47.32783134,0,1678,38,258,324,129,616,525,514.8245239,64,314
165490,-71.58333334,47.32783134,0,1660,40,259,326,124,614,519,517.3132935,64,314
165497,-71.29166667,47.32783134,0,1737,30,257,318,129,630,559,496.6219788,65,311
165500,-71.16666667,47.32783134,0,1815,24,255,312,123,639,591,479.8625488,65,310
165503,-71.04166667,47.32783134,0,1834,23,254,312,124,638,596,476.5729675,65,310
165527,-70.04166667,47.32783134,111,1230,122,267,357,119,438,297,615.8615112,63,313
165530,-69.91666667,47.32783134,91,1288,97,264,352,119,457,318,609.4796753,62,311
165532,-69.83333334,47.32783134,77,1329,82,263,349,122,471,335,605.2473755,61,309
165533,-69.79166667,47.32783134,72,1344,77,262,347,122,477,343,601.2887573,61,309
165534,-69.75,47.32783134,67,1359,73,261,346,122,482,349,600.8600464,60,308
165535,-69.70833334,47.32783134,68,1364,71,261,346,120,483,352,602.8670044,60,308
165536,-69.66666667,47.32783134,70,1357,73,261,347,117,481,347,604.8673096,60,308
165541,-69.45833334,47.32783134,46,1438,53,258,340,119,516,390,597.1456909,59,305
165542,-69.41666667,47.32783134,60,1396,63,259,345,119,500,368,607.0993042,59,307
165543,-69.375,47.32783134,69,1316,89,260,357,117,516,346,641.8219604,57,310
165546,-69.25,47.32783134,71,1329,87,261,355,119,504,339,635.0933838,57,310
165548,-69.16666667,47.32783134,60,1324,85,260,355,127,524,354,633.7870483,58,309
165551,-69.04166667,47.32783134,81,1330,89,260,356,121,494,329,643.3410645,57,311
165552,-69,47.32783134,48,1328,86,260,355,128,553,371,640.0762939,57,309
166200,-79.37500001,47.28616468,102,1505,98,266,356,124,448,288,596.0835571,61,330
166201,-79.33333334,47.28616468,112,1465,107,267,358,125,444,278,607.0053101,60,331
166202,-79.29166667,47.28616468,110,1471,105,267,358,126,447,279,606.604126,60,331
166205,-79.16666667,47.28616468,97,1519,90,266,354,126,460,297,602.1114502,60,330
166212,-78.87500001,47.28616468,81,1612,69,263,351,126,481,327,599.8264771,57,329
166213,-78.83333334,47.28616468,81,1615,67,263,351,126,482,326,602.3309937,57,330
166261,-76.83333334,47.28616468,72,1630,61,262,346,126,482,348,576.5999756,60,331
166311,-74.75000001,47.28616468,44,1617,50,260,338,130,530,407,579.3879395,59,321
166342,-73.45833334,47.28616468,63,1531,62,261,347,131,501,379,602.8602295,58,320
166348,-73.20833334,47.28616468,49,1567,59,260,345,130,517,400,590.7648315,59,321
166356,-72.875,47.28616468,54,1501,78,262,351,130,512,377,600.2873535,60,324
166357,-72.83333334,47.28616468,59,1471,84,263,352,122,507,366,606.3654785,60,324
166359,-72.75,47.28616468,77,1410,103,265,357,127,495,341,618.7600708,60,324
166360,-72.70833334,47.28616468,53,1474,84,263,352,128,514,371,599.2310181,60,324
166361,-72.66666667,47.28616468,50,1483,82,263,351,127,516,376,597.4515381,60,323
166362,-72.625,47.28616468,55,1454,89,264,352,129,511,366,603.2520752,60,324
166366,-72.45833334,47.28616468,39,1470,83,263,349,128,525,384,589.6032715,61,323
166367,-72.41666667,47.28616468,38,1467,85,264,349,127,527,384,588.0210571,61,323
166370,-72.29166667,47.28616468,36,1447,86,264,349,129,529,382,587.2252808,62,322
166372,-72.20833334,47.28616468,24,1477,78,263,345,128,541,402,577.9140625,62,321
166373,-72.16666667,47.28616468,15,1507,72,263,343,125,551,418,570.0130005,62,320
166374,-72.125,47.28616468,17,1487,75,263,344,132,547,410,570.9952393,63,320
166375,-72.08333334,47.28616468,11,1507,70,263,342,132,556,424,567.5134277,63,320
166376,-72.04166667,47.28616468,5,1551,59,262,337,133,568,446,552.7474365,63,318
166377,-72,47.28616468,1,1598,52,260,334,132,580,471,541.7523193,63,318
166378,-71.95833334,47.28616468,0,1615,49,260,332,127,588,482,536.9932861,63,317
166379,-71.91666667,47.28616468,0,1672,42,258,327,129,601,512,522.9237671,64,316
166384,-71.70833334,47.28616468,0,1660,41,259,326,130,611,519,518.75,64,315
166385,-71.66666667,47.28616468,0,1693,37,258,325,123,617,533,512.4443359,64,314
166386,-71.625,47.28616468,0,1678,38,258,324,128,617,529,514.0556641,64,314
166387,-71.58333334,47.28616468,0,1665,38,258,324,126,617,525,516.5397339,64,313
166393,-71.33333334,47.28616468,0,1666,37,258,323,122,619,532,509.1871643,65,312
166411,-70.58333334,47.28616468,0,1538,47,261,327,114,562,462,523.3154907,66,307
166424,-70.04166667,47.28616468,99,1254,109,266,354,117,450,308,613.4727783,62,311
166426,-69.95833334,47.28616468,88,1289,95,264,352,121,460,321,609.4049072,61,310
166427,-69.91666667,47.28616468,90,1294,94,264,351,118,460,320,609.7886353,61,310
166428,-69.875,47.28616468,91,1295,94,264,352,123,459,320,611.4046021,61,310
166429,-69.83333334,47.28616468,77,1333,80,262,348,119,473,339,605.2476196,60,309
166430,-69.79166667,47.28616468,68,1352,74,261,347,122,481,347,605.0487671,60,308
166431,-69.75,47.28616468,63,1370,69,260,345,125,489,356,601.2266235,60,307
166432,-69.70833334,47.28616468,54,1409,60,259,342,118,501,374,597.140625,59,306
166433,-69.66666667,47.28616468,63,1378,66,260,345,120,491,359,605.1980591,59,307
166437,-69.5,47.28616468,50,1427,55,258,341,118,512,384,598.3858643,59,305
166438,-69.45833334,47.28616468,51,1421,57,258,342,113,511,381,603.2793579,58,305
166439,-69.41666667,47.28616468,75,1308,88,260,356,118,508,342,643.3208618,57,309
166442,-69.29166667,47.28616468,78,1333,89,261,356,117,493,330,637.8716431,57,312
166443,-69.25,47.28616468,77,1338,89,261,356,125,494,330,635.2841797,57,312
166445,-69.16666667,47.28616468,49,1321,86,261,354,123,543,364,632.0100708,58,309
166446,-69.125,47.28616468,73,1320,86,260,355,123,505,340,640.2750244,57,309
166468,-68.20833334,47.28616468,91,1385,90,261,357,117,475,321,638.5116577,57,319
166545,-65,47.28616468,85,989,116,270,352,125,427,395,610.0527954,66,287
167097,-79.37500001,47.24449801,114,1458,107,267,357,123,442,277,605.3397827,61,330
167099,-79.29166667,47.24449801,106,1479,101,267,356,126,449,287,602.2876587,60,329
167100,-79.25000001,47.24449801,99,1507,94,266,355,125,455,293,601.1853027,60,329
167102,-79.16666667,47.24449801,96,1515,89,266,354,127,461,298,601.612854,60,329
167103,-79.12500001,47.24449801,93,1531,86,265,354,125,465,304,600.0135498,59,329
167105,-79.04166667,47.24449801,94,1538,82,265,353,126,466,306,602.5336304,59,329
167109,-78.87500001,47.24449801,85,1598,70,263,351,127,479,324,602.7921143,58,329
167135,-77.79166667,47.24449801,73,1669,59,261,345,127,487,342,583.6781616,58,331
167147,-77.29166667,47.24449801,74,1659,60,262,346,126,482,345,581.4393921,59,332
167163,-76.62500001,47.24449801,75,1604,62,263,345,126,480,348,577.3052368,60,329
167200,-75.08333334,47.24449801,45,1609,52,260,338,130,538,409,577.4432373,59,321
167238,-73.5,47.24449801,55,1556,56,260,344,130,508,395,596.6435547,58,319
167252,-72.91666667,47.24449801,81,1409,99,265,357,127,491,342,622.7600098,59,323
167255,-72.79166667,47.24449801,59,1459,88,264,352,131,507,365,605.4229736,60,324
167256,-72.75,47.24449801,62,1444,92,264,353,131,506,360,607.4537964,60,324
167257,-72.70833334,47.24449801,59,1446,91,264,354,134,508,364,605.6618652,60,324
167259,-72.625,47.24449801,41,1506,76,263,348,131,526,392,587.5997314,61,323
167260,-72.58333334,47.24449801,48,1458,87,264,351,127,519,374,597.1429443,61,323
167263,-72.45833334,47.24449801,39,1464,83,264,349,130,525,385,589.3040771,61,322
167264,-72.41666667,47.24449801,34,1481,80,263,347,129,531,394,584.4145508,61,322
167265,-72.375,47.24449801,40,1437,90,265,350,130,525,378,593.4249878,62,322
167266,-72.33333334,47.24449801,39,1435,90,265,350,129,525,381,591.5906372,62,322
167269,-72.20833334,47.24449801,20,1480,76,263,345,124,545,407,577.1431274,62,320
167270,-72.16666667,47.24449801,21,1471,78,263,345,129,545,405,576.2277832,62,320
167271,-72.125,47.24449801,14,1493,72,263,343,129,552,419,568.105835,63,319
167273,-72.04166667,47.24449801,3,1568,57,261,336,130,574,459,549.2034302,63,318
167274,-72,47.24449801,0,1587,53,260,334,133,582,471,544.4187012,63,318
167279,-71.79166667,47.24449801,0,1598,49,260,331,126,594,489,533.0993042,64,315
167281,-71.70833334,47.24449801,0,1647,41,259,327,129,607,514,521.8010254,64,314
167282,-71.66666667,47.24449801,0,1674,38,258,324,126,614,527,514.6062012,64,314
167286,-71.5,47.24449801,0,1656,38,259,324,131,616,526,514.8729248,65,312
167319,-70.125,47.24449801,104,1224,120,267,357,122,445,299,616.8955078,63,312
167321,-70.04166667,47.24449801,61,1338,77,262,346,122,487,349,598.1155396,61,308
167322,-70,47.24449801,68,1328,80,263,347,121,480,342,599.9474487,61,308
